"","MSSubClass","LotFrontage","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","MasVnrArea","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageYrBlt","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","ExterQual","ExterCond","GarageQual","GarageCond","FireplaceQu","KitchenQual","HeatingQC","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinType2","Functional","GarageFinish","Fence","NewerDwelling","RegularLotShape","LandLeveled","LandSlopeGentle","ElectricalSB","GarageDetchd","HasPavedDrive","HasWoodDeck","Has2ndFlr","HasMasVnr","HasShed","Remodeled","RecentRemodel","NewHouse","HasX2ndFlrSF","HasMasVnrArea","HasWoodDeckSF","HasOpenPorchSF","HasEnclosedPorch","HasX3SsnPorch","HasScreenPorch","HighSeason","NbrhRich","NeighborhoodBin","PartialPlan","TotalArea","AreaInside","Age","TimeSinceSold","YearSinceRemodel","SalePrice"
"1102",20,61,9758,5,5,4,4,0,412,287,251,950,950,0,0,950,0,0,1,0,3,1,5,0,5,1,280,0,0,0,0,0,0,0,7,6,3,3,3,3,0,3,2,3,1,4,2,7,1,3,9,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2,0,13899,950,39,3,36,119500
"1103",20,70,7000,5,7,4,6,45,588,0,422,1010,1134,0,0,1134,0,0,1,0,2,1,6,0,4,1,254,0,16,0,0,0,0,0,4,6,3,3,3,3,0,3,4,3,1,3,1,7,1,1,9,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,2,0,11673,1134,50,3,5,135000
"1104",20,79,8910,6,6,4,4,0,655,0,0,655,1194,0,0,1194,0,1,1,0,3,1,6,1,4,2,539,0,0,192,0,0,0,0,7,6,3,3,3,3,2,3,4,3,2,5,1,7,2,3,9,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,2,0,13418,1194,51,4,47,159500
"1105",160,24,2016,5,5,4,4,304,0,0,630,630,630,672,0,1302,0,0,2,1,3,1,6,0,4,2,440,0,0,0,0,0,0,0,4,6,3,3,3,3,0,3,2,3,1,1,1,7,1,3,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,6648,1302,40,3,37,106000
"1106",60,98,12256,8,5,6,6,362,1032,0,431,1463,1500,1122,0,2622,1,0,2,1,3,1,9,2,6,2,712,186,32,0,0,0,0,0,4,6,4,3,3,3,3,4,4,5,3,6,1,7,1,3,14,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,4,0,21816,2622,16,0,15,325000
"1107",20,114,10357,7,5,5,5,0,738,0,172,910,1442,0,0,1442,1,0,2,0,3,1,6,1,5,2,719,0,244,0,0,0,0,0,5,6,4,3,3,3,3,4,3,4,2,6,1,7,2,3,9,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,2,0,16138,1442,20,3,16,179900
"1108",60,168,23257,7,5,6,6,0,0,0,868,868,887,1134,0,2021,0,0,2,1,3,1,9,1,6,2,422,0,100,0,0,0,0,0,9,6,4,3,3,3,4,4,4,5,1,1,1,7,1,3,14,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,2,1,29725,2021,4,4,0,274725
"1109",60,64,8063,6,5,6,6,0,0,0,924,924,948,742,0,1690,0,0,2,1,3,1,7,1,6,2,463,100,48,0,0,0,0,0,11,6,3,3,3,3,3,3,4,4,1,1,1,7,1,3,14,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,2,0,13966,1690,10,3,7,181000
"1110",20,107,11362,8,5,6,6,42,1039,0,797,1836,1836,0,0,1836,1,0,2,0,3,1,7,1,6,3,862,125,185,0,0,0,0,0,3,6,4,3,3,3,4,4,4,5,2,6,1,7,2,3,9,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,4,0,20027,1836,6,1,4,280000
"1111",60,64,8000,6,5,6,6,0,219,0,554,773,773,885,0,1658,1,0,2,1,3,1,8,1,6,2,431,224,84,0,0,0,0,0,6,6,3,3,3,3,3,3,3,4,1,6,1,7,2,3,14,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,2,0,13665,1658,15,2,12,188000
"1112",60,80,10480,7,6,5,5,660,403,0,400,803,1098,866,0,1964,0,0,2,1,4,1,8,1,5,2,483,0,69,0,0,0,0,0,9,6,3,3,3,3,4,3,2,3,1,5,1,7,1,3,14,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,2,0,17306,1964,34,2,32,205000
"1113",20,73,7100,5,7,4,4,0,708,0,108,816,816,0,0,816,1,0,1,0,2,1,5,0,4,1,308,0,0,0,0,0,0,0,7,6,3,3,3,3,0,3,2,3,1,6,1,7,1,3,9,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2,0,10745,816,53,4,49,129900
"1114",20,66,8923,5,7,4,6,0,643,0,365,1008,1008,0,0,1008,1,0,1,0,2,1,6,0,4,1,240,0,18,0,0,0,0,0,5,6,3,3,3,3,0,4,3,3,1,4,1,7,1,3,9,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,2,0,13279,1008,57,3,1,134500
"1115",20,90,5400,5,7,4,6,0,415,0,418,833,833,0,0,833,0,0,1,0,2,1,4,0,4,1,326,0,0,0,0,0,0,0,8,6,3,4,3,3,0,4,4,3,1,3,1,7,1,2,9,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,9148,833,56,4,6,117000
"1116",20,93,12085,8,5,6,6,328,1004,0,730,1734,1734,0,0,1734,1,0,2,0,3,1,7,1,6,3,928,0,0,0,0,0,0,0,11,6,4,3,3,3,4,5,4,5,1,6,1,7,1,3,9,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,4,1,20370,1734,3,3,0,318000
"1117",80,64,7750,8,5,6,6,0,353,0,55,408,779,640,0,1419,1,0,2,1,3,1,7,1,6,2,527,120,0,0,0,0,0,0,3,6,4,3,3,3,3,4,4,4,1,6,1,7,2,3,8,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,2,0,12115,1419,8,1,7,184100
"1118",20,57,9764,5,7,4,6,0,702,0,192,894,894,0,0,894,1,0,1,0,3,1,5,0,4,2,450,0,0,0,0,0,0,0,5,6,3,3,3,3,0,4,4,3,1,4,1,7,1,3,9,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,13847,894,43,2,5,130000
"1119",80,85,13825,5,6,4,5,0,0,0,533,533,1021,580,0,1601,0,1,1,0,3,1,6,0,4,1,300,280,34,0,0,0,0,0,12,6,3,4,3,3,0,3,2,3,1,1,1,1,1,3,8,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,18792,1601,52,2,21,140000
"1120",20,70,7560,5,5,4,4,0,369,0,671,1040,1040,0,0,1040,0,0,1,0,3,1,6,0,4,1,286,140,0,252,0,0,0,0,7,6,3,3,3,3,0,3,2,3,1,2,1,7,1,0,9,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,2,0,12468,1040,51,4,47,133700
"1121",30,59,8263,6,5,2,3,0,0,0,1012,1012,1012,0,0,1012,0,0,1,0,2,1,6,1,2,1,308,0,22,112,0,0,0,0,5,6,3,3,3,3,4,3,2,3,1,1,1,7,1,2,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,12812,1012,90,3,57,118400
"1122",20,84,10084,7,5,6,6,196,24,0,1528,1552,1552,0,0,1552,0,0,2,0,3,1,7,0,6,3,782,144,20,0,0,0,0,0,7,6,4,3,3,3,0,4,4,4,3,6,1,7,1,3,9,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,2,1,17518,1552,5,4,0,212900
"1123",20,65,8926,4,3,4,4,0,0,0,672,672,960,0,0,960,0,0,1,0,3,1,5,0,4,1,288,64,0,0,0,160,0,0,10,6,3,3,3,3,0,3,4,3,1,1,1,7,1,2,9,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,12767,960,54,1,53,112000
"1124",20,50,9405,5,9,3,6,0,0,0,698,698,698,0,0,698,0,1,1,0,2,1,4,0,3,0,0,0,200,0,0,0,0,0,6,6,3,5,0,0,0,3,4,3,1,1,1,7,0,3,9,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,12447,698,63,1,1,118000
"1125",80,64,9125,7,5,6,6,170,0,0,384,384,812,670,0,1482,0,0,2,1,3,1,7,1,6,2,392,100,25,0,0,0,0,0,7,6,3,3,3,3,3,4,3,4,1,1,1,7,2,3,8,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,2,0,13608,1482,18,3,15,163900
"1126",20,60,10434,4,5,4,4,0,0,0,1005,1005,1005,0,0,1005,0,0,1,0,2,1,5,1,5,2,672,0,0,0,0,0,0,0,11,6,3,3,2,2,3,2,2,3,1,1,1,7,1,3,9,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,2,0,15186,1005,55,1,54,115000
"1127",120,53,3684,7,5,6,6,130,0,0,1373,1373,1555,0,0,1555,0,0,2,0,2,1,7,1,6,3,660,143,20,0,0,0,0,0,6,6,4,3,3,3,3,4,4,4,1,1,1,7,2,3,13,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,2,0,10546,1555,3,1,2,174000
"1128",20,182,14572,7,5,6,6,0,1300,0,230,1530,1530,0,0,1530,1,0,2,0,3,1,7,1,6,3,630,144,36,0,0,0,0,0,11,6,4,3,3,3,4,4,4,4,3,6,1,7,2,3,9,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,2,0,21684,1530,6,3,3,259000
"1129",60,59,11796,7,5,6,6,0,0,0,847,847,847,1112,0,1959,0,0,2,1,4,1,8,1,6,2,434,100,48,0,0,0,0,0,7,6,4,3,3,3,4,4,4,4,3,1,1,7,2,3,14,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,2,0,18049,1959,6,3,2,215000
"1130",90,60,7200,5,5,5,5,180,936,0,0,936,936,0,0,936,1,0,1,0,2,1,4,0,5,2,672,49,0,0,0,0,0,0,8,6,3,3,3,3,0,3,2,4,4,6,1,7,1,3,2,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,11905,936,30,3,27,140000
"1131",50,65,7804,4,3,2,3,0,622,0,500,1122,1328,653,0,1981,1,0,2,0,4,1,7,2,5,2,576,431,44,0,0,0,0,0,12,6,3,3,3,3,3,4,2,3,1,4,1,1,1,2,4,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,2,0,15126,1981,82,1,59,135000
"1132",20,63,10712,5,5,5,6,0,212,0,762,974,974,0,0,974,0,0,1,0,3,1,5,0,5,0,0,0,28,0,0,0,0,0,9,6,3,3,0,0,0,3,2,4,2,4,1,7,0,2,9,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,2,0,14699,974,19,3,15,93500
"1133",70,90,9900,6,4,0,3,0,0,0,1008,1008,1178,1032,0,2210,0,0,2,0,5,1,8,0,2,1,205,0,48,0,0,0,0,0,5,6,3,3,2,3,0,2,2,3,2,1,1,7,1,3,10,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,16679,2210,130,3,57,117500
"1134",60,80,9828,8,5,6,6,0,584,0,544,1128,1142,878,0,2020,0,0,2,1,3,1,8,1,6,2,466,0,155,0,0,0,0,0,6,6,4,3,3,3,3,4,4,4,1,6,1,7,1,3,14,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,2,0,16825,2020,15,1,14,239500
"1135",60,57,8773,6,5,6,6,0,0,0,916,916,916,684,0,1600,0,0,2,1,3,1,7,1,6,2,460,100,38,0,0,0,0,0,8,6,3,3,3,3,3,3,3,4,3,1,1,7,2,3,14,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,2,0,14460,1600,13,3,10,169000
"1136",30,60,6180,6,5,2,3,0,0,0,960,960,986,0,0,986,0,0,1,0,2,1,5,1,2,1,180,0,128,0,0,0,0,0,5,6,3,3,3,3,4,3,2,3,1,1,1,7,1,3,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,10440,986,84,3,57,102000
"1137",50,80,9600,6,5,3,3,0,280,0,752,1032,1032,220,0,1252,0,0,1,0,3,1,6,0,3,1,288,0,0,96,0,0,0,0,4,6,3,3,3,3,0,3,2,3,1,4,1,7,1,3,4,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,2,0,14632,1252,60,2,58,119000
"1138",50,54,6342,5,8,0,6,0,0,0,780,780,780,240,0,1020,0,0,1,0,2,1,6,0,0,0,0,0,0,176,0,0,0,0,5,6,3,4,0,0,0,3,3,3,1,1,1,7,0,3,4,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,10172,1020,135,0,14,94000
"1139",20,74,9819,6,5,5,5,0,1567,0,0,1567,1567,0,0,1567,1,0,2,0,2,1,5,2,5,2,714,264,32,0,0,0,0,0,5,6,3,3,3,3,3,4,2,3,4,5,1,7,1,3,9,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,2,0,17171,1567,33,1,32,196000
"1140",30,98,8731,5,5,2,3,0,645,0,270,915,1167,0,0,1167,0,0,1,0,3,1,6,1,5,2,495,0,0,216,0,126,0,0,5,6,3,2,3,3,4,3,2,3,1,4,1,5,1,3,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,13830,1167,90,3,57,144000
"1141",20,60,7350,5,7,3,3,0,852,0,100,952,952,0,0,952,1,0,1,0,2,1,4,0,5,2,840,0,0,0,0,0,0,0,6,6,3,3,3,3,0,3,2,3,2,5,1,7,1,3,9,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2,0,12058,952,59,2,57,139000
"1142",60,80,10304,5,7,5,5,44,381,0,399,780,1088,780,0,1868,1,0,2,1,4,1,9,1,5,2,484,448,96,0,0,0,0,0,10,6,3,4,3,3,3,4,4,3,1,5,1,7,1,3,14,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,16752,1868,34,1,33,197500
"1143",60,77,9965,8,5,6,6,340,1150,0,316,1466,1466,1362,0,2828,1,0,3,0,4,1,11,1,6,3,1052,125,144,0,0,0,0,0,4,6,4,3,3,3,3,4,4,5,4,6,1,7,1,3,14,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,2,1,20291,2828,4,3,0,424870
"1144",20,72,9000,5,3,4,4,0,288,0,718,1006,1006,0,0,1006,0,0,1,0,3,1,5,0,4,0,0,0,24,0,0,0,0,0,7,6,3,3,0,0,0,3,2,3,1,6,1,7,0,3,9,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,13120,1006,51,2,49,80000
"1145",190,60,12180,4,4,3,3,0,348,0,324,672,672,252,0,924,1,0,1,0,2,1,5,0,3,1,280,0,0,0,0,0,0,0,7,6,3,2,3,3,0,2,1,4,1,4,1,7,1,2,3,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,15712,924,69,0,60,80000
"1146",50,52,6240,5,6,2,3,0,0,0,1042,1042,1042,534,0,1576,0,0,1,0,3,1,8,1,2,1,225,0,0,0,0,0,0,0,8,6,3,3,3,3,4,3,4,3,1,1,1,7,1,3,4,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,11753,1576,82,4,56,149000
"1147",20,67,11200,6,5,5,5,85,1258,0,40,1298,1298,0,0,1298,1,0,2,0,3,1,5,1,5,2,403,165,26,0,0,0,0,0,5,6,4,3,3,3,3,4,2,4,1,6,1,7,1,3,9,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,2,0,17138,1298,25,4,21,180000
"1148",70,75,12000,7,7,3,3,0,275,0,429,704,860,704,0,1564,0,0,1,1,3,1,7,1,3,1,234,0,0,0,0,0,0,0,7,6,3,3,3,3,4,2,4,3,1,3,1,7,1,3,10,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,3,0,16845,1564,69,1,59,174500
"1149",50,60,5700,7,7,2,3,0,0,0,572,572,572,539,0,1111,0,0,1,0,2,1,5,1,5,1,288,0,0,176,0,0,0,0,8,6,3,3,3,3,4,3,2,3,1,1,1,7,1,3,4,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,9590,1111,84,2,58,116900
"1150",70,50,9000,7,9,2,5,0,624,0,26,650,832,650,0,1482,0,1,1,0,3,1,7,0,2,2,324,0,0,0,0,0,0,0,7,6,3,4,3,3,0,3,4,3,1,5,1,7,1,3,10,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,13638,1482,90,1,21,143000
"1151",20,57,8280,6,5,3,3,0,0,0,932,932,932,0,0,932,0,0,1,0,2,1,4,1,3,1,306,0,0,214,0,0,0,0,11,6,3,3,3,3,4,4,4,3,1,1,1,7,1,4,9,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,2,0,12585,932,60,3,57,124000
"1152",20,134,17755,5,4,4,4,132,176,0,1290,1466,1466,0,0,1466,0,0,1,1,3,1,6,2,4,2,528,0,140,0,0,100,0,0,11,6,3,3,3,3,4,2,2,3,1,4,1,7,2,3,9,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,24653,1466,51,4,47,149900
"1153",20,90,14115,6,7,4,6,0,296,547,230,1073,1811,0,0,1811,0,0,1,0,2,1,6,1,4,2,470,0,0,280,0,0,0,0,7,6,3,3,3,3,4,5,4,3,1,5,6,7,2,3,9,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,3,0,20723,1811,54,4,2,230000
"1154",30,60,5890,6,8,2,6,0,538,0,278,816,816,0,0,816,0,0,1,0,2,1,5,0,6,1,432,0,0,96,0,0,0,0,6,6,4,4,3,3,0,3,4,3,3,5,1,7,1,3,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,9742,816,80,2,1,120500
"1155",60,73,13700,7,6,4,5,288,454,0,410,864,902,918,0,1820,0,0,1,2,4,1,8,2,4,2,492,60,84,0,0,273,0,0,5,6,3,3,3,3,4,4,2,3,4,5,1,7,1,4,14,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,2,0,20338,1820,45,2,20,201800
"1156",20,90,10768,5,8,5,6,0,1157,0,280,1437,1437,0,0,1437,1,0,2,0,3,1,6,1,5,2,528,0,21,0,0,180,0,0,7,6,4,4,3,3,2,4,2,4,4,5,1,7,1,3,9,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,3,0,17335,1437,34,3,3,218000
"1157",80,85,9350,5,8,4,6,0,633,0,586,1219,1265,0,0,1265,0,1,2,0,3,1,6,1,4,2,502,0,92,0,96,0,0,0,10,6,3,4,3,3,4,4,3,3,4,5,1,7,1,2,8,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,2,0,15093,1265,45,2,9,179900
"1158",120,34,5001,7,5,6,6,166,904,0,410,1314,1314,0,0,1314,1,0,2,0,2,1,6,1,6,2,626,172,62,0,0,0,0,0,7,6,4,3,3,3,4,4,4,4,1,6,1,7,1,3,13,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,4,0,11317,1314,3,1,1,230000
"1159",20,92,11932,8,5,6,6,186,0,0,1580,1580,1580,0,0,1580,0,0,2,0,3,1,7,0,6,3,830,0,24,0,0,0,0,0,6,6,4,3,3,3,0,4,4,4,1,1,1,7,1,3,9,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,3,1,19384,1580,3,2,0,235128
"1160",60,76,9120,6,6,5,5,270,442,0,459,901,943,933,0,1876,0,0,2,1,4,1,8,1,5,2,540,0,69,0,0,0,0,0,7,6,4,3,4,3,3,4,2,3,1,5,1,7,1,3,14,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,2,0,15629,1876,36,2,34,185000
"1161",160,24,2280,6,5,5,5,0,311,0,544,855,855,601,0,1456,0,0,2,1,3,1,7,1,5,2,440,26,0,0,0,0,0,0,7,6,3,3,3,3,3,3,1,4,1,5,1,7,1,3,11,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,2,0,7392,1456,32,0,32,146000
"1162",20,70,14778,6,7,4,6,72,728,0,568,1296,1640,0,0,1640,1,0,1,0,3,1,7,1,6,2,924,108,0,0,216,0,0,0,11,6,4,3,3,3,4,4,4,3,1,4,1,7,1,3,9,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,3,0,22040,1640,56,2,2,224000
"1163",20,109,8724,5,5,4,4,0,492,0,402,894,894,0,0,894,0,0,1,0,3,1,5,1,4,2,450,0,0,0,0,0,0,0,5,6,3,3,3,3,1,3,3,4,1,4,1,7,2,3,9,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,12859,894,42,3,39,129000
"1164",90,60,12900,4,4,4,4,0,1198,0,0,1198,1258,0,0,1258,2,0,0,2,0,2,6,0,4,2,400,120,0,0,0,0,0,0,1,6,3,3,2,3,0,3,2,4,3,6,1,7,1,3,2,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,18392,1258,41,2,39,108959
"1165",80,80,16157,5,7,5,5,0,680,391,289,1360,1432,0,0,1432,1,0,1,1,2,1,5,1,5,2,588,168,180,0,0,0,0,0,6,6,3,3,3,3,3,4,4,4,4,5,3,7,1,3,8,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,3,0,22757,1432,32,3,29,194000
"1166",20,79,9541,7,5,6,6,268,0,0,1502,1502,1502,0,0,1502,0,0,2,0,3,1,7,0,6,2,644,0,114,0,0,0,0,0,9,6,4,3,3,3,0,4,4,4,1,1,1,7,1,3,9,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,4,1,16654,1502,1,1,0,233170
"1167",20,64,10475,8,5,6,6,72,0,0,1694,1694,1694,0,0,1694,0,0,2,0,3,1,7,0,6,3,776,160,33,0,0,0,0,0,2,6,4,3,3,3,0,4,4,4,3,1,1,7,1,3,9,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,2,0,18356,1694,2,0,2,245350
"1168",60,58,10852,6,5,6,6,0,786,0,173,959,959,712,0,1671,1,0,2,1,3,1,7,1,6,2,472,0,38,0,0,0,0,0,2,6,3,3,3,3,3,3,4,4,1,6,1,7,2,3,14,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,2,0,16680,1671,10,4,6,173000
"1169",70,120,13728,6,7,3,5,0,626,0,501,1127,1236,872,0,2108,0,0,2,0,4,1,7,2,3,2,540,0,0,0,0,90,0,0,7,6,3,3,3,3,3,4,4,3,1,3,1,7,1,3,10,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,20948,2108,75,2,22,235000
"1170",60,118,35760,10,5,6,6,1378,1387,0,543,1930,1831,1796,0,3627,1,0,3,1,4,1,10,1,6,3,807,361,76,0,0,0,0,0,7,6,4,4,3,3,3,4,4,5,4,6,1,7,2,3,14,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,4,0,49614,3627,15,4,10,625000
"1171",80,76,9880,6,6,5,5,0,522,0,574,1096,1118,0,0,1118,1,0,1,0,3,1,6,1,5,1,358,203,0,0,0,0,576,0,7,6,3,3,3,3,1,3,2,3,3,5,1,7,2,4,8,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,2,0,15521,1118,33,2,31,171000
"1172",20,76,9120,6,6,4,4,0,662,0,599,1261,1261,0,0,1261,1,0,1,0,3,1,6,1,4,2,433,0,0,0,0,288,0,1400,11,6,3,3,3,3,3,3,4,3,1,5,1,7,1,3,9,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,2,0,14961,1261,52,2,50,163000
"1173",160,35,4017,7,5,6,6,0,0,0,625,625,625,625,0,1250,0,0,2,1,2,1,5,0,6,2,625,0,54,0,0,0,0,0,3,6,4,3,3,3,0,4,4,4,1,1,1,7,2,3,11,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,3,0,8481,1250,4,2,1,171900
"1174",50,138,18030,5,6,3,6,0,152,469,977,1598,1636,971,479,3086,0,0,3,0,3,1,12,1,3,0,0,122,0,0,0,0,0,0,3,6,3,3,0,0,4,5,2,3,1,3,4,5,0,2,4,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,3,0,27658,2607,64,3,13,200500
"1175",70,80,16560,6,8,3,3,0,503,0,449,952,1170,1175,0,2345,0,0,2,1,4,1,9,1,3,2,360,0,0,0,0,0,0,0,7,6,3,3,3,3,4,3,2,4,1,3,1,7,1,3,10,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,3,0,23594,2345,78,4,56,239000
"1176",50,85,10678,8,5,6,6,337,700,0,983,1683,2129,743,0,2872,0,0,2,1,4,1,9,1,6,2,541,0,33,0,0,0,0,0,4,6,4,3,3,3,3,4,4,4,1,6,1,7,2,3,4,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,4,0,20784,2872,18,3,7,285000
"1177",20,37,6951,5,5,5,5,0,658,0,218,876,923,0,0,923,1,0,1,0,3,1,5,0,5,1,264,362,0,0,0,0,0,0,10,6,3,3,3,3,0,3,2,3,1,5,1,7,1,2,9,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,2,0,11212,923,26,2,23,119500
"1178",50,60,3950,6,8,2,6,0,468,0,350,818,818,406,0,1224,0,0,1,0,3,1,5,0,2,1,210,0,0,116,0,0,0,0,12,6,3,3,3,3,0,3,2,3,1,3,1,7,1,3,4,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,8420,1224,84,1,5,115000
